datetime,total
23.02.2006 09:00:00,229591
23.02.2006 10:00:00,254287
23.02.2006 11:00:00,259663
23.02.2006 12:00:00,252769
23.02.2006 13:00:00,244560
23.02.2006 14:00:00,227162
23.02.2006 15:00:00,218109
23.02.2006 16:00:00,214619
23.02.2006 17:00:00,209051
23.02.2006 18:00:00,210307
23.02.2006 19:00:00,210202
23.02.2006 20:00:00,213986
23.02.2006 21:00:00,217926
23.02.2006 22:00:00,217357
23.02.2006 23:00:00,196681
24.02.2006 00:00:00,161010
24.02.2006 01:00:00,156624
24.02.2006 02:00:00,127804
24.02.2006 03:00:00,115820
24.02.2006 04:00:00,112731
24.02.2006 05:00:00,117274
24.02.2006 06:00:00,128742
24.02.2006 07:00:00,150456
24.02.2006 08:00:00,188319
24.02.2006 09:00:00,225503
24.02.2006 10:00:00,248753
24.02.2006 11:00:00,257811
24.02.2006 12:00:00,248733
24.02.2006 13:00:00,238824
24.02.2006 14:00:00,226259
24.02.2006 15:00:00,221511
24.02.2006 16:00:00,215974
24.02.2006 17:00:00,215263
24.02.2006 18:00:00,217786
24.02.2006 19:00:00,217675
24.02.2006 20:00:00,230411
24.02.2006 21:00:00,235722
24.02.2006 22:00:00,222980
24.02.2006 23:00:00,203941
25.02.2006 00:00:00,170203
25.02.2006 01:00:00,142933
25.02.2006 02:00:00,125293
25.02.2006 03:00:00,114957
25.02.2006 04:00:00,112440
25.02.2006 05:00:00,115929
25.02.2006 06:00:00,130797
25.02.2006 07:00:00,155950
25.02.2006 08:00:00,191714
25.02.2006 09:00:00,228602
25.02.2006 10:00:00,250116
25.02.2006 11:00:00,254131
25.02.2006 12:00:00,250176
25.02.2006 13:00:00,246151
25.02.2006 14:00:00,233446
25.02.2006 15:00:00,229261
25.02.2006 16:00:00,231991
25.02.2006 17:00:00,230608
25.02.2006 18:00:00,240033
25.02.2006 19:00:00,247196
25.02.2006 20:00:00,266616
25.02.2006 21:00:00,274561
25.02.2006 22:00:00,262809
25.02.2006 23:00:00,219079
26.02.2006 00:00:00,175395
26.02.2006 01:00:00,136845
26.02.2006 02:00:00,118782
26.02.2006 03:00:00,111121
26.02.2006 04:00:00,109833
26.02.2006 05:00:00,127399
26.02.2006 06:00:00,178926
26.02.2006 07:00:00,236255
26.02.2006 08:00:00,232201
26.02.2006 09:00:00,229879
26.02.2006 10:00:00,226453
26.02.2006 11:00:00,225074
26.02.2006 12:00:00,220732
26.02.2006 13:00:00,215523
26.02.2006 14:00:00,212637
26.02.2006 15:00:00,210002
26.02.2006 16:00:00,206718
26.02.2006 17:00:00,211266
26.02.2006 18:00:00,223074
26.02.2006 19:00:00,240787
26.02.2006 20:00:00,244285
26.02.2006 21:00:00,263543
26.02.2006 22:00:00,252068
26.02.2006 23:00:00,211591
27.02.2006 00:00:00,172465
27.02.2006 01:00:00,132473
27.02.2006 02:00:00,118269
27.02.2006 03:00:00,107467
27.02.2006 04:00:00,109743
27.02.2006 05:00:00,126388
27.02.2006 06:00:00,181075
27.02.2006 07:00:00,248919
27.02.2006 08:00:00,244404
27.02.2006 09:00:00,238178
27.02.2006 10:00:00,225012
27.02.2006 11:00:00,218903
27.02.2006 12:00:00,216700
27.02.2006 13:00:00,213511
27.02.2006 14:00:00,208651
27.02.2006 15:00:00,205045
27.02.2006 16:00:00,203420
27.02.2006 17:00:00,204829
27.02.2006 18:00:00,215266
27.02.2006 19:00:00,236459
27.02.2006 20:00:00,242031
27.02.2006 21:00:00,260044
27.02.2006 22:00:00,260414
27.02.2006 23:00:00,215733
28.02.2006 00:00:00,165725
28.02.2006 01:00:00,133035
28.02.2006 02:00:00,117822
28.02.2006 03:00:00,112516
28.02.2006 04:00:00,112617
28.02.2006 05:00:00,128608
28.02.2006 06:00:00,186538
28.02.2006 07:00:00,248845
28.02.2006 08:00:00,245498
28.02.2006 09:00:00,235361
28.02.2006 10:00:00,224890
28.02.2006 11:00:00,219234
28.02.2006 12:00:00,214422
28.02.2006 13:00:00,210053
28.02.2006 14:00:00,205598
28.02.2006 15:00:00,201214
28.02.2006 16:00:00,200036
28.02.2006 17:00:00,201875
28.02.2006 18:00:00,217157
28.02.2006 19:00:00,235934
28.02.2006 20:00:00,238336
28.02.2006 21:00:00,259020
28.02.2006 22:00:00,262676
28.02.2006 23:00:00,217450
01.03.2006 00:00:00,165031
01.03.2006 01:00:00,133553
01.03.2006 02:00:00,116121
01.03.2006 03:00:00,110610
01.03.2006 04:00:00,110836
01.03.2006 05:00:00,127236
01.03.2006 06:00:00,184016
01.03.2006 07:00:00,251289
01.03.2006 08:00:00,246518
01.03.2006 09:00:00,236767
01.03.2006 10:00:00,226831
01.03.2006 11:00:00,217997
01.03.2006 12:00:00,213783
01.03.2006 13:00:00,210248
01.03.2006 14:00:00,206961
01.03.2006 15:00:00,204337
01.03.2006 16:00:00,201871
01.03.2006 17:00:00,204253
01.03.2006 18:00:00,216988
01.03.2006 19:00:00,235733
01.03.2006 20:00:00,241678
01.03.2006 21:00:00,261572
01.03.2006 22:00:00,262515
01.03.2006 23:00:00,213308
02.03.2006 00:00:00,157676
02.03.2006 01:00:00,135489
02.03.2006 02:00:00,114086
02.03.2006 03:00:00,117557
02.03.2006 04:00:00,118594
02.03.2006 05:00:00,129916
02.03.2006 06:00:00,185815
02.03.2006 07:00:00,250663
02.03.2006 08:00:00,244589
02.03.2006 09:00:00,233965
02.03.2006 10:00:00,224767
02.03.2006 11:00:00,217256
02.03.2006 12:00:00,214675
02.03.2006 13:00:00,212296
02.03.2006 14:00:00,207867
02.03.2006 15:00:00,202387
02.03.2006 16:00:00,201722
02.03.2006 17:00:00,207738
02.03.2006 18:00:00,213938
02.03.2006 19:00:00,231488
02.03.2006 20:00:00,238370
02.03.2006 21:00:00,252787
02.03.2006 22:00:00,256231
02.03.2006 23:00:00,215468
03.03.2006 00:00:00,176658
03.03.2006 01:00:00,132523
03.03.2006 02:00:00,117664
03.03.2006 03:00:00,112712
03.03.2006 04:00:00,112074
03.03.2006 05:00:00,130114
03.03.2006 06:00:00,184958
03.03.2006 07:00:00,251962
03.03.2006 08:00:00,248264
03.03.2006 09:00:00,237666
03.03.2006 10:00:00,227795
03.03.2006 11:00:00,219418
03.03.2006 12:00:00,218657
03.03.2006 13:00:00,212869
03.03.2006 14:00:00,209931
03.03.2006 15:00:00,205213
03.03.2006 16:00:00,203628
03.03.2006 17:00:00,205727
03.03.2006 18:00:00,215506
03.03.2006 19:00:00,228002
03.03.2006 20:00:00,227682
03.03.2006 21:00:00,241780
03.03.2006 22:00:00,237368
03.03.2006 23:00:00,212365
04.03.2006 00:00:00,171481
04.03.2006 01:00:00,136048
04.03.2006 02:00:00,120954
04.03.2006 03:00:00,112968
04.03.2006 04:00:00,111119
04.03.2006 05:00:00,116503
04.03.2006 06:00:00,136367
04.03.2006 07:00:00,176942
04.03.2006 08:00:00,222100
04.03.2006 09:00:00,254564
04.03.2006 10:00:00,260548
04.03.2006 11:00:00,258342
04.03.2006 12:00:00,251456
04.03.2006 13:00:00,241069
04.03.2006 14:00:00,233063
04.03.2006 15:00:00,224158
04.03.2006 16:00:00,220895
04.03.2006 17:00:00,220126
04.03.2006 18:00:00,223082
04.03.2006 19:00:00,222269
04.03.2006 20:00:00,238479
04.03.2006 21:00:00,240118
04.03.2006 22:00:00,230373
04.03.2006 23:00:00,209423
05.03.2006 00:00:00,170951
05.03.2006 01:00:00,141428
05.03.2006 02:00:00,123518
05.03.2006 03:00:00,115171
05.03.2006 04:00:00,112397
05.03.2006 05:00:00,116165
05.03.2006 06:00:00,129038
05.03.2006 07:00:00,153652
05.03.2006 08:00:00,201651
05.03.2006 09:00:00,238433
05.03.2006 10:00:00,251787
05.03.2006 11:00:00,259146
05.03.2006 12:00:00,254019
05.03.2006 13:00:00,243619
05.03.2006 14:00:00,232622
05.03.2006 15:00:00,225717
05.03.2006 16:00:00,224284
05.03.2006 17:00:00,226735
05.03.2006 18:00:00,238854
05.03.2006 19:00:00,245215
05.03.2006 20:00:00,268620
05.03.2006 21:00:00,286160
05.03.2006 22:00:00,266808
05.03.2006 23:00:00,215171
06.03.2006 00:00:00,173116
06.03.2006 01:00:00,133041
06.03.2006 02:00:00,116602
06.03.2006 03:00:00,109117
06.03.2006 04:00:00,110449
06.03.2006 05:00:00,131245
06.03.2006 06:00:00,189269
06.03.2006 07:00:00,256246
06.03.2006 08:00:00,250985
06.03.2006 09:00:00,242127
06.03.2006 10:00:00,228564
06.03.2006 11:00:00,220751
06.03.2006 12:00:00,215690
06.03.2006 13:00:00,211946
06.03.2006 14:00:00,204751
06.03.2006 15:00:00,200796
06.03.2006 16:00:00,199176
06.03.2006 17:00:00,200354
06.03.2006 18:00:00,210042
06.03.2006 19:00:00,229353
06.03.2006 20:00:00,234185
06.03.2006 21:00:00,255585
06.03.2006 22:00:00,252176
06.03.2006 23:00:00,215604
07.03.2006 00:00:00,169828
07.03.2006 01:00:00,130164
07.03.2006 02:00:00,115200
07.03.2006 03:00:00,108843
07.03.2006 04:00:00,111207
07.03.2006 05:00:00,129509
07.03.2006 06:00:00,188648
07.03.2006 07:00:00,255359
07.03.2006 08:00:00,247090
07.03.2006 09:00:00,237629
07.03.2006 10:00:00,225361
07.03.2006 11:00:00,217353
07.03.2006 12:00:00,212557
07.03.2006 13:00:00,208466
07.03.2006 14:00:00,205544
07.03.2006 15:00:00,204451
07.03.2006 16:00:00,203830
07.03.2006 17:00:00,206547
07.03.2006 18:00:00,213788
07.03.2006 19:00:00,224586
07.03.2006 20:00:00,223695
07.03.2006 21:00:00,232166
07.03.2006 22:00:00,232781
07.03.2006 23:00:00,204660
08.03.2006 00:00:00,174220
08.03.2006 01:00:00,141668
08.03.2006 02:00:00,121666
08.03.2006 03:00:00,114637
08.03.2006 04:00:00,111890
08.03.2006 05:00:00,116267
08.03.2006 06:00:00,130091
08.03.2006 07:00:00,165500
08.03.2006 08:00:00,215311
08.03.2006 09:00:00,256140
08.03.2006 10:00:00,277407
08.03.2006 11:00:00,272680
08.03.2006 12:00:00,260397
08.03.2006 13:00:00,241934
08.03.2006 14:00:00,229139
08.03.2006 15:00:00,217946
08.03.2006 16:00:00,212882
08.03.2006 17:00:00,208129
08.03.2006 18:00:00,212032
08.03.2006 19:00:00,222836
08.03.2006 20:00:00,223136
08.03.2006 21:00:00,238761
08.03.2006 22:00:00,236063
08.03.2006 23:00:00,206864
09.03.2006 00:00:00,167101
09.03.2006 01:00:00,136046
09.03.2006 02:00:00,118889
09.03.2006 03:00:00,111620
09.03.2006 04:00:00,112053
09.03.2006 05:00:00,128959
09.03.2006 06:00:00,186757
09.03.2006 07:00:00,251311
09.03.2006 08:00:00,246377
09.03.2006 09:00:00,240832
09.03.2006 10:00:00,231390
09.03.2006 11:00:00,222317
09.03.2006 12:00:00,216376
09.03.2006 13:00:00,211676
09.03.2006 14:00:00,206595
09.03.2006 15:00:00,205470
09.03.2006 16:00:00,202349
09.03.2006 17:00:00,203473
09.03.2006 18:00:00,212194
09.03.2006 19:00:00,232038
09.03.2006 20:00:00,237022
09.03.2006 21:00:00,256625
09.03.2006 22:00:00,253296
09.03.2006 23:00:00,206710
10.03.2006 00:00:00,159617
10.03.2006 01:00:00,128926
10.03.2006 02:00:00,114625
10.03.2006 03:00:00,112896
10.03.2006 04:00:00,107120
10.03.2006 05:00:00,127417
10.03.2006 06:00:00,184383
10.03.2006 07:00:00,250689
10.03.2006 08:00:00,248712
10.03.2006 09:00:00,240727
10.03.2006 10:00:00,227781
10.03.2006 11:00:00,219892
10.03.2006 12:00:00,216874
10.03.2006 13:00:00,212171
10.03.2006 14:00:00,208522
10.03.2006 15:00:00,205134
10.03.2006 16:00:00,202811
10.03.2006 17:00:00,205266
10.03.2006 18:00:00,215785
10.03.2006 19:00:00,228468
10.03.2006 20:00:00,226451
10.03.2006 21:00:00,242007
10.03.2006 22:00:00,235467
10.03.2006 23:00:00,204896
11.03.2006 00:00:00,164102
11.03.2006 01:00:00,132014
11.03.2006 02:00:00,114594
11.03.2006 03:00:00,131538
11.03.2006 04:00:00,92890
11.03.2006 05:00:00,119537
11.03.2006 06:00:00,133282
11.03.2006 07:00:00,175871
11.03.2006 08:00:00,222718
11.03.2006 09:00:00,254163
11.03.2006 10:00:00,263824
11.03.2006 11:00:00,260405
11.03.2006 12:00:00,248271
11.03.2006 13:00:00,243051
11.03.2006 14:00:00,232494
11.03.2006 15:00:00,224458
11.03.2006 16:00:00,220932
11.03.2006 17:00:00,220908
11.03.2006 18:00:00,227637
11.03.2006 19:00:00,231498
11.03.2006 20:00:00,235304
11.03.2006 21:00:00,237248
11.03.2006 22:00:00,228810
11.03.2006 23:00:00,202225
12.03.2006 00:00:00,166306
12.03.2006 01:00:00,135464
12.03.2006 02:00:00,122639
12.03.2006 03:00:00,110933
12.03.2006 04:00:00,109486
12.03.2006 05:00:00,112800
12.03.2006 06:00:00,130671
12.03.2006 07:00:00,158716
12.03.2006 08:00:00,203418
12.03.2006 09:00:00,235331
12.03.2006 10:00:00,252380
12.03.2006 11:00:00,258466
12.03.2006 12:00:00,255098
12.03.2006 13:00:00,246701
12.03.2006 14:00:00,235984
12.03.2006 15:00:00,233265
12.03.2006 16:00:00,232659
12.03.2006 17:00:00,234357
12.03.2006 18:00:00,246047
12.03.2006 19:00:00,255955
12.03.2006 20:00:00,271162
12.03.2006 21:00:00,285283
12.03.2006 22:00:00,257278
12.03.2006 23:00:00,215412
13.03.2006 00:00:00,171974
13.03.2006 01:00:00,133424
13.03.2006 02:00:00,116798
13.03.2006 03:00:00,110718
13.03.2006 04:00:00,111466
13.03.2006 05:00:00,128970
13.03.2006 06:00:00,192961
13.03.2006 07:00:00,256079
13.03.2006 08:00:00,249982
13.03.2006 09:00:00,239637
13.03.2006 10:00:00,228008
13.03.2006 11:00:00,220934
13.03.2006 12:00:00,216196
13.03.2006 13:00:00,210508
13.03.2006 14:00:00,206861
13.03.2006 15:00:00,204528
13.03.2006 16:00:00,202543
13.03.2006 17:00:00,205552
13.03.2006 18:00:00,215094
13.03.2006 19:00:00,231525
13.03.2006 20:00:00,234154
13.03.2006 21:00:00,255359
13.03.2006 22:00:00,251518
13.03.2006 23:00:00,212860
14.03.2006 00:00:00,162072
14.03.2006 01:00:00,129008
14.03.2006 02:00:00,115250
14.03.2006 03:00:00,109670
14.03.2006 04:00:00,111130
14.03.2006 05:00:00,127342
14.03.2006 06:00:00,185612
14.03.2006 07:00:00,251481
14.03.2006 08:00:00,243717
14.03.2006 09:00:00,235621
14.03.2006 10:00:00,222800
14.03.2006 11:00:00,216244
14.03.2006 12:00:00,210631
14.03.2006 13:00:00,209360
14.03.2006 14:00:00,205332
14.03.2006 15:00:00,202952
14.03.2006 16:00:00,201765
14.03.2006 17:00:00,205026
14.03.2006 18:00:00,215884
14.03.2006 19:00:00,234664
14.03.2006 20:00:00,239697
14.03.2006 21:00:00,258089
14.03.2006 22:00:00,256410
14.03.2006 23:00:00,214257
15.03.2006 00:00:00,162496
15.03.2006 01:00:00,129559
15.03.2006 02:00:00,114374
15.03.2006 03:00:00,109023
15.03.2006 04:00:00,109011
15.03.2006 05:00:00,126626
15.03.2006 06:00:00,191232
15.03.2006 07:00:00,254906
15.03.2006 08:00:00,249667
15.03.2006 09:00:00,238001
15.03.2006 10:00:00,226589
15.03.2006 11:00:00,217656
15.03.2006 12:00:00,212278
15.03.2006 13:00:00,209486
15.03.2006 14:00:00,205445
15.03.2006 15:00:00,201824
15.03.2006 16:00:00,201229
15.03.2006 17:00:00,204032
15.03.2006 18:00:00,214820
15.03.2006 19:00:00,235951
15.03.2006 20:00:00,237848
15.03.2006 21:00:00,257373
15.03.2006 22:00:00,253643
15.03.2006 23:00:00,217867
16.03.2006 00:00:00,163718
16.03.2006 01:00:00,130954
16.03.2006 02:00:00,115727
16.03.2006 03:00:00,111055
16.03.2006 04:00:00,110672
16.03.2006 05:00:00,126302
16.03.2006 06:00:00,191240
16.03.2006 07:00:00,261731
16.03.2006 08:00:00,252599
16.03.2006 09:00:00,240992
16.03.2006 10:00:00,227663
16.03.2006 11:00:00,218642
16.03.2006 12:00:00,214553
16.03.2006 13:00:00,210641
16.03.2006 14:00:00,206627
16.03.2006 15:00:00,202862
16.03.2006 16:00:00,201697
16.03.2006 17:00:00,204883
16.03.2006 18:00:00,215023
16.03.2006 19:00:00,234850
16.03.2006 20:00:00,236037
16.03.2006 21:00:00,255956
16.03.2006 22:00:00,253309
16.03.2006 23:00:00,211970
17.03.2006 00:00:00,164542
17.03.2006 01:00:00,129642
17.03.2006 02:00:00,115212
17.03.2006 03:00:00,110871
17.03.2006 04:00:00,111144
17.03.2006 05:00:00,129426
17.03.2006 06:00:00,192610
17.03.2006 07:00:00,256952
17.03.2006 08:00:00,253713
17.03.2006 09:00:00,243177
17.03.2006 10:00:00,229232
17.03.2006 11:00:00,218034
17.03.2006 12:00:00,212585
17.03.2006 13:00:00,214610
17.03.2006 14:00:00,208102
17.03.2006 15:00:00,205028
17.03.2006 16:00:00,204404
17.03.2006 17:00:00,205359
17.03.2006 18:00:00,214662
17.03.2006 19:00:00,229632
17.03.2006 20:00:00,225945
17.03.2006 21:00:00,245304
17.03.2006 22:00:00,235277
17.03.2006 23:00:00,206183
18.03.2006 00:00:00,170332
18.03.2006 01:00:00,134830
18.03.2006 02:00:00,119481
18.03.2006 03:00:00,112808
18.03.2006 04:00:00,111823
18.03.2006 05:00:00,117986
18.03.2006 06:00:00,145523
18.03.2006 07:00:00,189718
18.03.2006 08:00:00,236316
18.03.2006 09:00:00,263125
18.03.2006 10:00:00,266588
18.03.2006 11:00:00,260806
18.03.2006 12:00:00,248837
18.03.2006 13:00:00,242234
18.03.2006 14:00:00,233278
18.03.2006 15:00:00,220491
18.03.2006 16:00:00,218932
18.03.2006 17:00:00,219403
18.03.2006 18:00:00,222165
18.03.2006 19:00:00,229969
18.03.2006 20:00:00,236286
18.03.2006 21:00:00,239709
18.03.2006 22:00:00,231452
18.03.2006 23:00:00,202476
19.03.2006 00:00:00,162732
19.03.2006 01:00:00,137609
19.03.2006 02:00:00,118919
19.03.2006 03:00:00,112098
19.03.2006 04:00:00,109609
19.03.2006 05:00:00,113565
19.03.2006 06:00:00,132883
19.03.2006 07:00:00,168382
19.03.2006 08:00:00,214605
19.03.2006 09:00:00,253072
19.03.2006 10:00:00,262999
19.03.2006 11:00:00,262728
19.03.2006 12:00:00,254955
19.03.2006 13:00:00,244595
19.03.2006 14:00:00,232615
19.03.2006 15:00:00,227716
19.03.2006 16:00:00,230551
19.03.2006 17:00:00,234822
19.03.2006 18:00:00,245833
19.03.2006 19:00:00,259975
19.03.2006 20:00:00,273020
19.03.2006 21:00:00,283474
19.03.2006 22:00:00,253451
19.03.2006 23:00:00,206734
20.03.2006 00:00:00,166960
20.03.2006 01:00:00,131351
20.03.2006 02:00:00,115840
20.03.2006 03:00:00,109634
20.03.2006 04:00:00,110679
20.03.2006 05:00:00,129672
20.03.2006 06:00:00,197399
20.03.2006 07:00:00,259951
20.03.2006 08:00:00,250673
20.03.2006 09:00:00,240743
20.03.2006 10:00:00,229841
20.03.2006 11:00:00,222813
20.03.2006 12:00:00,217294
20.03.2006 13:00:00,212379
20.03.2006 14:00:00,207616
20.03.2006 15:00:00,203600
20.03.2006 16:00:00,202052
20.03.2006 17:00:00,205402
20.03.2006 18:00:00,215208
20.03.2006 19:00:00,233538
20.03.2006 20:00:00,233136
20.03.2006 21:00:00,255928
20.03.2006 22:00:00,246349
20.03.2006 23:00:00,208577
21.03.2006 00:00:00,162637
21.03.2006 01:00:00,127128
21.03.2006 02:00:00,113497
21.03.2006 03:00:00,109601
21.03.2006 04:00:00,111115
21.03.2006 05:00:00,129951
21.03.2006 06:00:00,196027
21.03.2006 07:00:00,257763
21.03.2006 08:00:00,252197
21.03.2006 09:00:00,241715
21.03.2006 10:00:00,227711
21.03.2006 11:00:00,218238
21.03.2006 12:00:00,212457
21.03.2006 13:00:00,207633
21.03.2006 14:00:00,204543
21.03.2006 15:00:00,201333
21.03.2006 16:00:00,202821
21.03.2006 17:00:00,205399
21.03.2006 18:00:00,215129
21.03.2006 19:00:00,237353
21.03.2006 20:00:00,238806
21.03.2006 21:00:00,255072
21.03.2006 22:00:00,253866
21.03.2006 23:00:00,210520
22.03.2006 00:00:00,160373
22.03.2006 01:00:00,128400
22.03.2006 02:00:00,113994
22.03.2006 03:00:00,110139
22.03.2006 04:00:00,112407
22.03.2006 05:00:00,129289
22.03.2006 06:00:00,198009
22.03.2006 07:00:00,263434
22.03.2006 08:00:00,252992
22.03.2006 09:00:00,241756
22.03.2006 10:00:00,226839
22.03.2006 11:00:00,216639
22.03.2006 12:00:00,211881
22.03.2006 13:00:00,207811
22.03.2006 14:00:00,203801
22.03.2006 15:00:00,201402
22.03.2006 16:00:00,201407
22.03.2006 17:00:00,204660
22.03.2006 18:00:00,215991
22.03.2006 19:00:00,238142
22.03.2006 20:00:00,237066
22.03.2006 21:00:00,259610
22.03.2006 22:00:00,253704
22.03.2006 23:00:00,211235
23.03.2006 00:00:00,159976
23.03.2006 01:00:00,129912
23.03.2006 02:00:00,114557
23.03.2006 03:00:00,109256
23.03.2006 04:00:00,110934
23.03.2006 05:00:00,129041
23.03.2006 06:00:00,197947
23.03.2006 07:00:00,263159
23.03.2006 08:00:00,254907
23.03.2006 09:00:00,243766
23.03.2006 10:00:00,228251
23.03.2006 11:00:00,219632
23.03.2006 12:00:00,214607
23.03.2006 13:00:00,211492
23.03.2006 14:00:00,204652
23.03.2006 15:00:00,202648
23.03.2006 16:00:00,202196
23.03.2006 17:00:00,204793
23.03.2006 18:00:00,217510
23.03.2006 19:00:00,235770
23.03.2006 20:00:00,237985
23.03.2006 21:00:00,253076
23.03.2006 22:00:00,250935
23.03.2006 23:00:00,208862
24.03.2006 00:00:00,161415
24.03.2006 01:00:00,128677
24.03.2006 02:00:00,115051
24.03.2006 03:00:00,109833
24.03.2006 04:00:00,111231
24.03.2006 05:00:00,128696
24.03.2006 06:00:00,197822
24.03.2006 07:00:00,260899
24.03.2006 08:00:00,254071
24.03.2006 09:00:00,243501
24.03.2006 10:00:00,230672
24.03.2006 11:00:00,221012
24.03.2006 12:00:00,216329
24.03.2006 13:00:00,214152
24.03.2006 14:00:00,209010
24.03.2006 15:00:00,206329
24.03.2006 16:00:00,206635
24.03.2006 17:00:00,208559
24.03.2006 18:00:00,217636
24.03.2006 19:00:00,232149
24.03.2006 20:00:00,226987
24.03.2006 21:00:00,242805
24.03.2006 22:00:00,228551
24.03.2006 23:00:00,200533
25.03.2006 00:00:00,165386
25.03.2006 01:00:00,134125
25.03.2006 02:00:00,119152
25.03.2006 03:00:00,112424
25.03.2006 04:00:00,111338
25.03.2006 05:00:00,118828
25.03.2006 06:00:00,146937
25.03.2006 07:00:00,192577
25.03.2006 08:00:00,238568
25.03.2006 09:00:00,265425
25.03.2006 10:00:00,268181
25.03.2006 11:00:00,261097
25.03.2006 12:00:00,249106
25.03.2006 13:00:00,241597
25.03.2006 14:00:00,230901
25.03.2006 15:00:00,222452
25.03.2006 16:00:00,220142
25.03.2006 17:00:00,219922
25.03.2006 18:00:00,223128
25.03.2006 19:00:00,227870
25.03.2006 20:00:00,231655
25.03.2006 21:00:00,239444
25.03.2006 22:00:00,225412
25.03.2006 23:00:00,198137
26.03.2006 00:00:00,159068
26.03.2006 01:00:00,135054
26.03.2006 02:00:00,?
26.03.2006 03:00:00,124038
26.03.2006 04:00:00,110610
26.03.2006 05:00:00,109958
26.03.2006 06:00:00,126593
26.03.2006 07:00:00,157904
26.03.2006 08:00:00,187572
26.03.2006 09:00:00,227482
26.03.2006 10:00:00,254254
26.03.2006 11:00:00,261174
26.03.2006 12:00:00,252132
26.03.2006 13:00:00,250083
26.03.2006 14:00:00,238405
26.03.2006 15:00:00,231377
26.03.2006 16:00:00,230129
26.03.2006 17:00:00,229636
26.03.2006 18:00:00,240302
26.03.2006 19:00:00,248887
26.03.2006 20:00:00,264298
26.03.2006 21:00:00,284930
26.03.2006 22:00:00,264166
26.03.2006 23:00:00,230302
27.03.2006 00:00:00,181427
27.03.2006 01:00:00,136804
27.03.2006 02:00:00,116330
27.03.2006 03:00:00,108294
27.03.2006 04:00:00,109540
27.03.2006 05:00:00,125102
27.03.2006 06:00:00,179937
27.03.2006 07:00:00,241551
27.03.2006 08:00:00,245120
27.03.2006 09:00:00,241701
27.03.2006 10:00:00,232780
27.03.2006 11:00:00,226588
27.03.2006 12:00:00,221378
27.03.2006 13:00:00,216506
27.03.2006 14:00:00,211255
27.03.2006 15:00:00,206204
27.03.2006 16:00:00,204745
27.03.2006 17:00:00,207456
27.03.2006 18:00:00,215955
27.03.2006 19:00:00,233427
27.03.2006 20:00:00,236277
27.03.2006 21:00:00,256355
27.03.2006 22:00:00,255848
27.03.2006 23:00:00,221275
28.03.2006 00:00:00,168113
28.03.2006 01:00:00,131909
28.03.2006 02:00:00,116064
28.03.2006 03:00:00,110166
28.03.2006 04:00:00,111153
28.03.2006 05:00:00,125236
28.03.2006 06:00:00,176339
28.03.2006 07:00:00,237071
28.03.2006 08:00:00,242055
28.03.2006 09:00:00,236643
28.03.2006 10:00:00,229460
28.03.2006 11:00:00,221785
28.03.2006 12:00:00,218485
28.03.2006 13:00:00,213524
28.03.2006 14:00:00,207362
28.03.2006 15:00:00,203192
28.03.2006 16:00:00,202272
28.03.2006 17:00:00,204789
28.03.2006 18:00:00,216307
28.03.2006 19:00:00,234824
28.03.2006 20:00:00,236256
28.03.2006 21:00:00,257698
28.03.2006 22:00:00,256663
28.03.2006 23:00:00,221504
29.03.2006 00:00:00,167990
29.03.2006 01:00:00,129749
29.03.2006 02:00:00,115747
29.03.2006 03:00:00,109039
29.03.2006 04:00:00,110117
29.03.2006 05:00:00,125976
29.03.2006 06:00:00,178484
29.03.2006 07:00:00,238933
29.03.2006 08:00:00,237981
29.03.2006 09:00:00,234612
29.03.2006 10:00:00,227605
29.03.2006 11:00:00,220793
29.03.2006 12:00:00,216180
29.03.2006 13:00:00,212412
29.03.2006 14:00:00,206279
29.03.2006 15:00:00,202099
29.03.2006 16:00:00,202062
29.03.2006 17:00:00,204610
29.03.2006 18:00:00,216630
29.03.2006 19:00:00,234711
29.03.2006 20:00:00,233873
29.03.2006 21:00:00,262563
29.03.2006 22:00:00,257933
29.03.2006 23:00:00,216944
30.03.2006 00:00:00,168525
30.03.2006 01:00:00,131812
30.03.2006 02:00:00,116196
30.03.2006 03:00:00,110704
30.03.2006 04:00:00,111593
30.03.2006 05:00:00,127557
30.03.2006 06:00:00,180316
30.03.2006 07:00:00,242741
30.03.2006 08:00:00,246678
30.03.2006 09:00:00,241011
30.03.2006 10:00:00,230005
30.03.2006 11:00:00,222722
30.03.2006 12:00:00,218502
30.03.2006 13:00:00,215278
30.03.2006 14:00:00,209727
30.03.2006 15:00:00,206031
30.03.2006 16:00:00,203050
30.03.2006 17:00:00,204924
30.03.2006 18:00:00,215164
30.03.2006 19:00:00,234612
30.03.2006 20:00:00,238101
30.03.2006 21:00:00,260600
30.03.2006 22:00:00,258468
30.03.2006 23:00:00,216487
31.03.2006 00:00:00,169010
31.03.2006 01:00:00,130535
31.03.2006 02:00:00,113522
31.03.2006 03:00:00,107819
31.03.2006 04:00:00,109558
31.03.2006 05:00:00,125773
31.03.2006 06:00:00,178534
31.03.2006 07:00:00,235792
31.03.2006 08:00:00,240369
31.03.2006 09:00:00,237884
31.03.2006 10:00:00,232253
31.03.2006 11:00:00,225277
31.03.2006 12:00:00,220035
31.03.2006 13:00:00,216308
31.03.2006 14:00:00,215517
31.03.2006 15:00:00,206219
31.03.2006 16:00:00,205309
31.03.2006 17:00:00,208416
31.03.2006 18:00:00,216910
